month	longitude	latitude
2020-01-01	-1.645994	55.021182
2020-01-01	-1.645994	55.021182
2020-01-01	-1.642324	55.018853
2020-01-01	-1.645802	55.019906
2020-01-01	-1.644531	55.022095
2020-01-01	-1.670269	55.009649
2020-01-01	-1.66861	55.002231
2020-01-01	-1.677453	55.004843
2020-01-01	-1.68938	55.001019
2020-01-01	-1.68938	55.001019
2020-01-01	-1.689703	55.001802
2020-01-01	-1.68938	55.001019
2020-01-01	-1.688182	55.006318
2020-01-01	-1.689339	55.006375
2020-01-01	-1.685009	55.006211
2020-01-01	-1.688182	55.006318
2020-01-01	-1.689339	55.006375
2020-01-01	-1.689339	55.006375
2020-01-01	-1.688182	55.006318
2020-01-01	-1.688182	55.006318
2020-01-01	-1.692613	55.001422
2020-01-01	-1.689102	55.006679
2020-01-01	-1.69542	55.023059
2020-01-01	-1.678528	55.013212
2020-01-01	-1.712159	55.037918
2020-01-01	-1.711863	55.035518
2020-01-01	-1.678528	55.013212
2020-01-01	-1.701321	55.030865
2020-01-01	-1.712159	55.037918
2020-01-01	-1.679399	55.013789
2020-01-01	-1.712159	55.037918
2020-01-01	-1.674615	55.015547
2020-01-01	-1.687266	55.009559
2020-01-01	-1.681843	55.00525
2020-01-01	-1.684328	55.007377
2020-01-01	-1.685369	55.008216
2020-01-01	-1.685369	55.008216
2020-01-01	-1.691612	55.005563
2020-01-01	-1.691612	55.005563
2020-01-01	-1.692224	55.009419
2020-01-01	-1.692224	55.009419
2020-01-01	-1.615873	55.014324
2020-01-01	-1.612273	55.013046
2020-01-01	-1.612273	55.013046
2020-01-01	-1.611524	55.009674
2020-01-01	-1.611524	55.009674
2020-01-01	-1.611524	55.009674
2020-01-01	-1.608236	55.005296
2020-01-01	-1.614072	55.003212
2020-01-01	-1.612395	55.005282
2020-01-01	-1.605935	55.005621
2020-01-01	-1.605935	55.005621
2020-01-01	-1.605935	55.005621
2020-01-01	-1.63434	55.012764
2020-01-01	-1.635408	55.012255
2020-01-01	-1.63434	55.012764
2020-01-01	-1.621373	55.009849
2020-01-01	-1.622328	55.008099
2020-01-01	-1.639091	55.006182
2020-01-01	-1.626672	55.008373
2020-01-01	-1.638031	55.004076
2020-01-01	-1.620195	55.007158
2020-01-01	-1.620987	55.004366
2020-01-01	-1.633156	55.003702
2020-01-01	-1.627204	55.003235
2020-01-01	-1.633156	55.003702
2020-01-01	-1.629453	55.005228
2020-01-01	-1.571337	55.002584
2020-01-01	-1.562185	55.001715
2020-01-01	-1.578801	55.009394
2020-01-01	-1.578801	55.009394
2020-01-01	-1.578801	55.009394
2020-01-01	-1.662493	55.00837
2020-01-01	-1.665793	55.012072
2020-01-01	-1.661168	55.013479
2020-01-01	-1.663683	55.013738
2020-01-01	-1.661168	55.013479
2020-01-01	-1.661168	55.013479
2020-01-01	-1.665793	55.012072
2020-01-01	-1.661168	55.013479
2020-01-01	-1.665315	55.013078
